Datetime,NEM NNSW SOLAR,NEM TAS SOLAR,NEM SQ WIND,NEM GG SOLAR,NEM VIC SOLAR,NEM CNQ WIND,NEM SNSW SOLAR,NEM VIC WIND,NEM SNW WIND,NEM TAS WIND,NEM CNSW SOLAR,NEM NNSW WIND,NEM SNSW WIND,NEM SNW SOLAR,NEM SA SOLAR,NEM SQ SOLAR,NEM SA WIND,NEM CNQ SOLAR,NEM GG WIND,NEM CNSW WIND,C&I NNSW SOLAR,C&I TAS SOLAR,C&I SQ WIND,C&I GG SOLAR,C&I VIC SOLAR,C&I CNQ WIND,C&I SNSW SOLAR,C&I VIC WIND,C&I SNW WIND,C&I TAS WIND,C&I CNSW SOLAR,C&I NNSW WIND,C&I SNSW WIND,C&I SNW SOLAR,C&I SA SOLAR,C&I SQ SOLAR,C&I SA WIND,C&I CNQ SOLAR,C&I GG WIND,C&I CNSW WIND
17/6/30 18:00,0,0,0.447,0,0,0.052,0,0.205,0.079,0.188,0,0.375,0.021,0,0,0,0.703,0,0.274,0.4,0,0,0.447,0,0,0.052,0,0.205,0.079,0.188,0,0.375,0.021,0,0,0,0.703,0,0.274,0.4
17/6/30 19:00,0,0,0.53,0,0,0.113,0,0.138,0.041,0.501,0,0.269,0.17,0,0,0,0.52,0,0.305,0.177,0,0,0.53,0,0,0.113,0,0.138,0.041,0.501,0,0.269,0.17,0,0,0,0.52,0,0.305,0.177
17/6/30 20:00,0,0,0.514,0,0,0.176,0,0.106,0.011,0.688,0,0.151,0.429,0,0,0,0.468,0,0.336,0.072,0,0,0.514,0,0,0.176,0,0.106,0.011,0.688,0,0.151,0.429,0,0,0,0.468,0,0.336,0.072
17/6/30 21:00,0,0,0.42,0,0,0.319,0,0.042,0.001,0.843,0,0.1,0.48,0,0,0,0.479,0,0.573,0.11,0,0,0.42,0,0,0.319,0,0.042,0.001,0.843,0,0.1,0.48,0,0,0,0.479,0,0.573,0.11
17/6/30 22:00,0,0,0.398,0,0,0.425,0,0.046,0.003,0.959,0,0.044,0.521,0,0,0,0.481,0,0.776,0.163,0,0,0.398,0,0,0.425,0,0.046,0.003,0.959,0,0.044,0.521,0,0,0,0.481,0,0.776,0.163
17/6/30 23:00,0,0,0.402,0,0,0.392,0,0.057,0.004,0.947,0,0.036,0.418,0,0,0,0.497,0,0.82,0.176,0,0,0.402,0,0,0.392,0,0.057,0.004,0.947,0,0.036,0.418,0,0,0,0.497,0,0.82,0.176
18/6/30 0:00,0,0,0.193,0,0,0.219,0,0.766,0.378,0.966,0,0.226,0.342,0,0,0,0.307,0,0.933,0.015,0,0,0.193,0,0,0.219,0,0.766,0.378,0.966,0,0.226,0.342,0,0,0,0.307,0,0.933,0.015
18/6/30 1:00,0,0,0.221,0,0,0.247,0,0.772,0.426,0.968,0,0.208,0.333,0,0,0,0.263,0,0.925,0.015,0,0,0.221,0,0,0.247,0,0.772,0.426,0.968,0,0.208,0.333,0,0,0,0.263,0,0.925,0.015
18/6/30 2:00,0,0,0.155,0,0,0.256,0,0.697,0.413,0.941,0,0.166,0.338,0,0,0,0.198,0,0.933,0.009,0,0,0.155,0,0,0.256,0,0.697,0.413,0.941,0,0.166,0.338,0,0,0,0.198,0,0.933,0.009
18/6/30 3:00,0,0,0.143,0,0,0.265,0,0.541,0.357,0.973,0,0.154,0.379,0,0,0,0.176,0,0.922,0.003,0,0,0.143,0,0,0.265,0,0.541,0.357,0.973,0,0.154,0.379,0,0,0,0.176,0,0.922,0.003
18/6/30 4:00,0,0,0.204,0,0,0.244,0,0.518,0.301,0.976,0,0.133,0.396,0,0,0,0.118,0,0.923,0.002,0,0,0.204,0,0,0.244,0,0.518,0.301,0.976,0,0.133,0.396,0,0,0,0.118,0,0.923,0.002
18/6/30 5:00,0,0,0.271,0,0,0.205,0,0.456,0.203,0.968,0,0.104,0.473,0,0,0,0.088,0,0.934,0.002,0,0,0.271,0,0,0.205,0,0.456,0.203,0.968,0,0.104,0.473,0,0,0,0.088,0,0.934,0.002
18/6/30 6:00,0,0,0.354,0,0,0.165,0,0.454,0.139,0.967,0,0.11,0.547,0,0,0.001,0.082,0,0.947,0.002,0,0,0.354,0,0,0.165,0,0.454,0.139,0.967,0,0.11,0.547,0,0,0.001,0.082,0,0.947,0.002
18/6/30 7:00,0.185,0,0.247,0.178,0,0.206,0.011,0.487,0.105,0.957,0.045,0.101,0.481,0.017,0,0.177,0.094,0.034,0.916,0,0.185,0,0.247,0.178,0,0.206,0.011,0.487,0.105,0.957,0.045,0.101,0.481,0.017,0,0.177,0.094,0.034,0.916,0
18/6/30 8:00,0.561,0.157,0.203,0.375,0.037,0.164,0.151,0.362,0.096,0.964,0.519,0.103,0.317,0.1,0.108,0.493,0.099,0.06,0.924,0.002,0.561,0.157,0.203,0.375,0.037,0.164,0.151,0.362,0.096,0.964,0.519,0.103,0.317,0.1,0.108,0.493,0.099,0.06,0.924,0.002
18/6/30 9:00,0.726,0.232,0.252,0.48,0.079,0.146,0.434,0.332,0.041,0.964,0.685,0.059,0.163,0.073,0.398,0.736,0.079,0.07,0.886,0.002,0.726,0.232,0.252,0.48,0.079,0.146,0.434,0.332,0.041,0.964,0.685,0.059,0.163,0.073,0.398,0.736,0.079,0.07,0.886,0.002
18/6/30 10:00,0.679,0.222,0.253,0.296,0.077,0.15,0.471,0.35,0.032,0.951,0.645,0.009,0.13,0.142,0.398,0.689,0.068,0.157,0.836,0.006,0.679,0.222,0.253,0.296,0.077,0.15,0.471,0.35,0.032,0.951,0.645,0.009,0.13,0.142,0.398,0.689,0.068,0.157,0.836,0.006
18/6/30 11:00,0.633,0.206,0.253,0.325,0.131,0.123,0.488,0.284,0.071,0.826,0.599,0,0.077,0.392,0.48,0.685,0.068,0.19,0.785,0.002,0.633,0.206,0.253,0.325,0.131,0.123,0.488,0.284,0.071,0.826,0.599,0,0.077,0.392,0.48,0.685,0.068,0.19,0.785,0.002
18/6/30 12:00,0.631,0.221,0.204,0.601,0.218,0.135,0.466,0.381,0.086,0.86,0.577,0.01,0.065,0.491,0.478,0.682,0.063,0.287,0.682,0.009,0.631,0.221,0.204,0.601,0.218,0.135,0.466,0.381,0.086,0.86,0.577,0.01,0.065,0.491,0.478,0.682,0.063,0.287,0.682,0.009
18/6/30 13:00,0.67,0.227,0.172,0.519,0.287,0.141,0.474,0.513,0.087,0.77,0.549,0.016,0.041,0.427,0.363,0.709,0.076,0.487,0.591,0.029,0.67,0.227,0.172,0.519,0.287,0.141,0.474,0.513,0.087,0.77,0.549,0.016,0.041,0.427,0.363,0.709,0.076,0.487,0.591,0.029
18/6/30 14:00,0.713,0.163,0.166,0.587,0.297,0.088,0.507,0.533,0.112,0.925,0.565,0.03,0.034,0.152,0.284,0.733,0.101,0.525,0.58,0.031,0.713,0.163,0.166,0.587,0.297,0.088,0.507,0.533,0.112,0.925,0.565,0.03,0.034,0.152,0.284,0.733,0.101,0.525,0.58,0.031
18/6/30 15:00,0.548,0.065,0.196,0.598,0.197,0.147,0.429,0.624,0.141,0.968,0.433,0.029,0.061,0.053,0.272,0.554,0.087,0.425,0.589,0.044,0.548,0.065,0.196,0.598,0.197,0.147,0.429,0.624,0.141,0.968,0.433,0.029,0.061,0.053,0.272,0.554,0.087,0.425,0.589,0.044
18/6/30 16:00,0.18,0.013,0.253,0.528,0.114,0.142,0.162,0.536,0.245,0.95,0.125,0.166,0.142,0.031,0.117,0.185,0.045,0.383,0.696,0.072,0.18,0.013,0.253,0.528,0.114,0.142,0.162,0.536,0.245,0.95,0.125,0.166,0.142,0.031,0.117,0.185,0.045,0.383,0.696,0.072
18/6/30 17:00,0,0,0.325,0.055,2.59E-05,0.144,0.001,0.447,0.357,0.945,0,0.306,0.314,0,0.01,0,0.033,0.037,0.811,0.07,0,0,0.325,0.055,2.59E-05,0.144,0.001,0.447,0.357,0.945,0,0.306,0.314,0,0.01,0,0.033,0.037,0.811,0.07
18/6/30 18:00,0,0,0.361,0,0,0.102,0,0.409,0.259,0.966,0,0.444,0.347,0,0,0,0.037,0,0.897,0.058,0,0,0.361,0,0,0.102,0,0.409,0.259,0.966,0,0.444,0.347,0,0,0,0.037,0,0.897,0.058
18/6/30 19:00,0,0,0.285,0,0,0.152,0,0.416,0.219,0.886,0,0.442,0.261,0,0,0,0.044,0,0.869,0.087,0,0,0.285,0,0,0.152,0,0.416,0.219,0.886,0,0.442,0.261,0,0,0,0.044,0,0.869,0.087
18/6/30 20:00,0,0,0.227,0,0,0.163,0,0.4,0.214,0.89,0,0.427,0.376,0,0,0,0.042,0,0.917,0.117,0,0,0.227,0,0,0.163,0,0.4,0.214,0.89,0,0.427,0.376,0,0,0,0.042,0,0.917,0.117
18/6/30 21:00,0,0,0.216,0,0,0.149,0,0.415,0.26,0.883,0,0.327,0.482,0,0,0,0.077,0,0.917,0.163,0,0,0.216,0,0,0.149,0,0.415,0.26,0.883,0,0.327,0.482,0,0,0,0.077,0,0.917,0.163
18/6/30 22:00,0,0,0.193,0,0,0.085,0,0.362,0.223,0.883,0,0.261,0.421,0,0,0,0.123,0,0.887,0.188,0,0,0.193,0,0,0.085,0,0.362,0.223,0.883,0,0.261,0.421,0,0,0,0.123,0,0.887,0.188
18/6/30 23:00,0,0,0.195,0,0,0.162,0,0.273,0.239,0.88,0,0.267,0.37,0,0,0,0.185,0,0.883,0.161,0,0,0.195,0,0,0.162,0,0.273,0.239,0.88,0,0.267,0.37,0,0,0,0.185,0,0.883,0.161
19/6/30 0:00,0,0,0.205,0,0,0.302,0,0.295,0.156,0.812,0,0.287,0.259,0,0,0,0.2,0,0.829,0.162,0,0,0.205,0,0,0.302,0,0.295,0.156,0.812,0,0.287,0.259,0,0,0,0.2,0,0.829,0.162
19/6/30 1:00,0,0,0.183,0,0,0.508,0,0.265,0.064,0.678,0,0.304,0.244,0,0,0,0.192,0,0.838,0.182,0,0,0.183,0,0,0.508,0,0.265,0.064,0.678,0,0.304,0.244,0,0,0,0.192,0,0.838,0.182
19/6/30 2:00,0,0,0.12,0,0,0.519,0,0.219,0.053,0.705,0,0.349,0.246,0,0,0,0.193,0,0.905,0.178,0,0,0.12,0,0,0.519,0,0.219,0.053,0.705,0,0.349,0.246,0,0,0,0.193,0,0.905,0.178
19/6/30 3:00,0,0,0.141,0,0,0.582,0,0.127,0.05,0.592,0,0.403,0.206,0,0,0,0.164,0,0.929,0.213,0,0,0.141,0,0,0.582,0,0.127,0.05,0.592,0,0.403,0.206,0,0,0,0.164,0,0.929,0.213
19/6/30 4:00,0,0,0.153,0,0,0.477,0,0.07,0.039,0.679,0,0.357,0.186,0,0,0,0.189,0,0.933,0.252,0,0,0.153,0,0,0.477,0,0.07,0.039,0.679,0,0.357,0.186,0,0,0,0.189,0,0.933,0.252
19/6/30 5:00,0,0,0.116,0,0,0.504,0,0.028,0.015,0.636,0,0.317,0.159,0,0,0,0.254,0,0.913,0.218,0,0,0.116,0,0,0.504,0,0.028,0.015,0.636,0,0.317,0.159,0,0,0,0.254,0,0.913,0.218
19/6/30 6:00,0,0,0.152,0,0,0.487,0,0.008,0.015,0.592,0,0.27,0.123,0,0,9.16E-05,0.275,0,0.941,0.213,0,0,0.152,0,0,0.487,0,0.008,0.015,0.592,0,0.27,0.123,0,0,9.16E-05,0.275,0,0.941,0.213
19/6/30 7:00,0.184,0,0.149,0.172,0,0.405,0.01,0.016,0.002,0.288,0.049,0.229,0.136,0.03,0,0.194,0.321,0.069,0.924,0.193,0.184,0,0.149,0.172,0,0.405,0.01,0.016,0.002,0.288,0.049,0.229,0.136,0.03,0,0.194,0.321,0.069,0.924,0.193
19/6/30 8:00,0.555,0.092,0.116,0.131,0.068,0.387,0.164,0.028,0.005,0.116,0.503,0.186,0.101,0.086,0.065,0.577,0.379,0.163,0.927,0.136,0.555,0.092,0.116,0.131,0.068,0.387,0.164,0.028,0.005,0.116,0.503,0.186,0.101,0.086,0.065,0.577,0.379,0.163,0.927,0.136
19/6/30 9:00,0.716,0.319,0.186,0.41,0.073,0.391,0.423,0.047,0.011,0.031,0.65,0.158,0.039,0.09,0.239,0.697,0.374,0.484,0.924,0.107,0.716,0.319,0.186,0.41,0.073,0.391,0.423,0.047,0.011,0.031,0.65,0.158,0.039,0.09,0.239,0.697,0.374,0.484,0.924,0.107
19/6/30 10:00,0.669,0.405,0.272,0.656,0.141,0.325,0.363,0.019,0.006,0.021,0.631,0.115,0.014,0.133,0.361,0.622,0.326,0.739,0.93,0.07,0.669,0.405,0.272,0.656,0.141,0.325,0.363,0.019,0.006,0.021,0.631,0.115,0.014,0.133,0.361,0.622,0.326,0.739,0.93,0.07
19/6/30 11:00,0.624,0.277,0.275,0.56,0.287,0.277,0.333,0.005,8.95E-05,0.018,0.592,0.101,0.007,0.273,0.364,0.591,0.264,0.699,0.913,0.038,0.624,0.277,0.275,0.56,0.287,0.277,0.333,0.005,8.95E-05,0.018,0.592,0.101,0.007,0.273,0.364,0.591,0.264,0.699,0.913,0.038
19/6/30 12:00,0.626,0.15,0.297,0.602,0.322,0.264,0.427,0.007,0.002,0.005,0.589,0.202,0.008,0.237,0.332,0.565,0.195,0.557,0.892,0.064,0.626,0.15,0.297,0.602,0.322,0.264,0.427,0.007,0.002,0.005,0.589,0.202,0.008,0.237,0.332,0.565,0.195,0.557,0.892,0.064
19/6/30 13:00,0.661,0.196,0.397,0.704,0.274,0.247,0.504,0.003,0.004,0.045,0.623,0.155,0.005,0.256,0.4,0.573,0.107,0.258,0.822,0.077,0.661,0.196,0.397,0.704,0.274,0.247,0.504,0.003,0.004,0.045,0.623,0.155,0.005,0.256,0.4,0.573,0.107,0.258,0.822,0.077
19/6/30 14:00,0.701,0.155,0.44,0.571,0.211,0.227,0.38,0.002,0.003,0.052,0.647,0.211,0,0.307,0.289,0.574,0.127,0.268,0.802,0.153,0.701,0.155,0.44,0.571,0.211,0.227,0.38,0.002,0.003,0.052,0.647,0.211,0,0.307,0.289,0.574,0.127,0.268,0.802,0.153
19/6/30 15:00,0.536,0.128,0.415,0.664,0.134,0.246,0.225,0.02,0.001,0.08,0.473,0.349,5.35E-05,0.345,0.228,0.52,0.133,0.124,0.776,0.278,0.536,0.128,0.415,0.664,0.134,0.246,0.225,0.02,0.001,0.08,0.473,0.349,5.35E-05,0.345,0.228,0.52,0.133,0.124,0.776,0.278
19/6/30 16:00,0.175,0.022,0.441,0.374,0.076,0.242,0.071,0.016,0,0.132,0.125,0.647,0.008,0.131,0.092,0.18,0.178,0.116,0.841,0.473,0.175,0.022,0.441,0.374,0.076,0.242,0.071,0.016,0,0.132,0.125,0.647,0.008,0.131,0.092,0.18,0.178,0.116,0.841,0.473
19/6/30 17:00,0,0,0.507,0.053,0,0.347,0,0.019,0.003,0.168,0,0.816,0.006,0,0.013,0,0.328,0.005,0.884,0.566,0,0,0.507,0.053,0,0.347,0,0.019,0.003,0.168,0,0.816,0.006,0,0.013,0,0.328,0.005,0.884,0.566
19/6/30 18:00,0,0,0.544,0,0,0.508,0,0.028,6.40E-05,0.275,0,0.906,0.008,0,0,0,0.526,0,0.924,0.675,0,0,0.544,0,0,0.508,0,0.028,6.40E-05,0.275,0,0.906,0.008,0,0,0,0.526,0,0.924,0.675
19/6/30 19:00,0,0,0.625,0,0,0.539,0,0.027,0.003,0.495,0,0.927,0.008,0,0,0,0.608,0,0.921,0.78,0,0,0.625,0,0,0.539,0,0.027,0.003,0.495,0,0.927,0.008,0,0,0,0.608,0,0.921,0.78
19/6/30 20:00,0,0,0.655,0,0,0.586,0,0.069,0.077,0.767,0,0.898,0.016,0,0,0,0.649,0,0.939,0.836,0,0,0.655,0,0,0.586,0,0.069,0.077,0.767,0,0.898,0.016,0,0,0,0.649,0,0.939,0.836
19/6/30 21:00,0,0,0.751,0,0,0.614,0,0.128,0.504,0.871,0,0.91,0.007,0,0,0,0.654,0,0.91,0.893,0,0,0.751,0,0,0.614,0,0.128,0.504,0.871,0,0.91,0.007,0,0,0,0.654,0,0.91,0.893
19/6/30 22:00,0,0,0.84,0,0,0.724,0,0.101,0.412,0.814,0,0.921,0.058,0,0,0,0.626,0,0.946,0.913,0,0,0.84,0,0,0.724,0,0.101,0.412,0.814,0,0.921,0.058,0,0,0,0.626,0,0.946,0.913
19/6/30 23:00,0,0,0.816,0,0,0.792,0,0.12,0.544,0.886,0,0.915,0.141,0,0,0,0.602,0,0.912,0.921,0,0,0.816,0,0,0.792,0,0.12,0.544,0.886,0,0.915,0.141,0,0,0,0.602,0,0.912,0.921
20/6/30 0:00,0,0,0.782,0,0,0.711,0,0.193,0.697,0.871,0,0.867,0.142,0,0,0,0.568,0,0.931,0.919,0,0,0.782,0,0,0.711,0,0.193,0.697,0.871,0,0.867,0.142,0,0,0,0.568,0,0.931,0.919
20/6/30 1:00,0,0,0.812,0,0,0.522,0,0.27,0.767,0.876,0,0.866,0.168,0,0,0,0.562,0,0.931,0.912,0,0,0.812,0,0,0.522,0,0.27,0.767,0.876,0,0.866,0.168,0,0,0,0.562,0,0.931,0.912
20/6/30 2:00,0,0,0.853,0,0,0.396,0,0.428,0.774,0.531,0,0.892,0.193,0,0,0,0.633,0,0.942,0.915,0,0,0.853,0,0,0.396,0,0.428,0.774,0.531,0,0.892,0.193,0,0,0,0.633,0,0.942,0.915
20/6/30 3:00,0,0,0.881,0,0,0.376,0,0.58,0.74,0.518,0,0.914,0.167,0,0,0,0.788,0,0.939,0.922,0,0,0.881,0,0,0.376,0,0.58,0.74,0.518,0,0.914,0.167,0,0,0,0.788,0,0.939,0.922
20/6/30 4:00,0,0,0.913,0,0,0.437,0,0.65,0.658,0.901,0,0.886,0.165,0,0,0,0.832,0,0.915,0.93,0,0,0.913,0,0,0.437,0,0.65,0.658,0.901,0,0.886,0.165,0,0,0,0.832,0,0.915,0.93
20/6/30 5:00,0,0,0.935,0,0,0.536,0,0.666,0.64,0.926,0,0.848,0.22,0,0,0,0.839,0,0.937,0.933,0,0,0.935,0,0,0.536,0,0.666,0.64,0.926,0,0.848,0.22,0,0,0,0.839,0,0.937,0.933
20/6/30 6:00,0,0,0.954,0,0,0.607,0,0.71,0.657,0.918,0,0.834,0.292,0,0,0,0.829,0,0.933,0.932,0,0,0.954,0,0,0.607,0,0.71,0.657,0.918,0,0.834,0.292,0,0,0,0.829,0,0.933,0.932
20/6/30 7:00,0.169,0,0.947,0.067,7.14E-05,0.585,0.011,0.76,0.67,0.874,0.048,0.813,0.243,0.031,0,0.205,0.806,0.219,0.929,0.913,0.169,0,0.947,0.067,7.14E-05,0.585,0.011,0.76,0.67,0.874,0.048,0.813,0.243,0.031,0,0.205,0.806,0.219,0.929,0.913
20/6/30 8:00,0.479,0.139,0.873,0.15,0.064,0.563,0.19,0.777,0.706,0.862,0.507,0.665,0.263,0.287,0.173,0.622,0.769,0.724,0.896,0.779,0.479,0.139,0.873,0.15,0.064,0.563,0.19,0.777,0.706,0.862,0.507,0.665,0.263,0.287,0.173,0.622,0.769,0.724,0.896,0.779
20/6/30 9:00,0.61,0.443,0.815,0.458,0.177,0.505,0.522,0.764,0.614,0.848,0.685,0.517,0.173,0.627,0.425,0.683,0.661,0.767,0.9,0.686,0.61,0.443,0.815,0.458,0.177,0.505,0.522,0.764,0.614,0.848,0.685,0.517,0.173,0.627,0.425,0.683,0.661,0.767,0.9,0.686
20/6/30 10:00,0.662,0.518,0.757,0.249,0.248,0.431,0.475,0.809,0.424,0.883,0.644,0.365,0.139,0.592,0.542,0.663,0.557,0.751,0.931,0.576,0.662,0.518,0.757,0.249,0.248,0.431,0.475,0.809,0.424,0.883,0.644,0.365,0.139,0.592,0.542,0.663,0.557,0.751,0.931,0.576
20/6/30 11:00,0.632,0.331,0.644,0.505,0.286,0.407,0.475,0.849,0.339,0.926,0.58,0.294,0.172,0.537,0.473,0.621,0.577,0.732,0.901,0.395,0.632,0.331,0.644,0.505,0.286,0.407,0.475,0.849,0.339,0.926,0.58,0.294,0.172,0.537,0.473,0.621,0.577,0.732,0.901,0.395
20/6/30 12:00,0.628,0.345,0.506,0.538,0.182,0.372,0.486,0.823,0.222,0.948,0.569,0.277,0.2,0.531,0.448,0.641,0.479,0.699,0.905,0.234,0.628,0.345,0.506,0.538,0.182,0.372,0.486,0.823,0.222,0.948,0.569,0.277,0.2,0.531,0.448,0.641,0.479,0.699,0.905,0.234
20/6/30 13:00,0.664,0.425,0.546,0.616,0.215,0.312,0.519,0.832,0.182,0.931,0.542,0.204,0.123,0.566,0.46,0.638,0.351,0.611,0.855,0.231,0.664,0.425,0.546,0.616,0.215,0.312,0.519,0.832,0.182,0.931,0.542,0.204,0.123,0.566,0.46,0.638,0.351,0.611,0.855,0.231
20/6/30 14:00,0.7,0.453,0.648,0.562,0.158,0.419,0.506,0.844,0.138,0.964,0.573,0.162,0.133,0.623,0.512,0.676,0.335,0.513,0.859,0.192,0.7,0.453,0.648,0.562,0.158,0.419,0.506,0.844,0.138,0.964,0.573,0.162,0.133,0.623,0.512,0.676,0.335,0.513,0.859,0.192
20/6/30 15:00,0.537,0.281,0.811,0.372,0.118,0.433,0.43,0.885,0.118,0.963,0.437,0.251,0.134,0.374,0.651,0.527,0.371,0.268,0.872,0.28,0.537,0.281,0.811,0.372,0.118,0.433,0.43,0.885,0.118,0.963,0.437,0.251,0.134,0.374,0.651,0.527,0.371,0.268,0.872,0.28
20/6/30 16:00,0.176,0.032,0.797,0.347,0.081,0.461,0.156,0.844,0.132,0.96,0.128,0.454,0.177,0.055,0.327,0.162,0.494,0.098,0.816,0.471,0.176,0.032,0.797,0.347,0.081,0.461,0.156,0.844,0.132,0.96,0.128,0.454,0.177,0.055,0.327,0.162,0.494,0.098,0.816,0.471
20/6/30 17:00,0,0,0.792,0.055,0,0.544,0,0.933,0.225,0.961,0,0.595,0.217,0,0.029,0,0.655,0.009,0.886,0.63,0,0,0.792,0.055,0,0.544,0,0.933,0.225,0.961,0,0.595,0.217,0,0.029,0,0.655,0.009,0.886,0.63
20/6/30 18:00,0,0,0.772,0,0,0.668,0,0.943,0.39,0.961,0,0.699,0.212,0,0,0,0.806,0,0.848,0.737,0,0,0.772,0,0,0.668,0,0.943,0.39,0.961,0,0.699,0.212,0,0,0,0.806,0,0.848,0.737
20/6/30 19:00,0,0,0.806,0,0,0.701,0,0.952,0.624,0.954,0,0.777,0.303,0,0,0,0.844,0,0.89,0.845,0,0,0.806,0,0,0.701,0,0.952,0.624,0.954,0,0.777,0.303,0,0,0,0.844,0,0.89,0.845
20/6/30 20:00,0,0,0.743,0,0,0.612,0,0.949,0.773,0.964,0,0.763,0.452,0,0,0,0.86,0,0.911,0.914,0,0,0.743,0,0,0.612,0,0.949,0.773,0.964,0,0.763,0.452,0,0,0,0.86,0,0.911,0.914
20/6/30 21:00,0,0,0.641,0,0,0.658,0,0.955,0.808,0.957,0,0.685,0.494,0,0,0,0.864,0,0.903,0.945,0,0,0.641,0,0,0.658,0,0.955,0.808,0.957,0,0.685,0.494,0,0,0,0.864,0,0.903,0.945
20/6/30 22:00,0,0,0.478,0,0,0.668,0,0.954,0.772,0.953,0,0.592,0.437,0,0,0,0.892,0,0.902,0.937,0,0,0.478,0,0,0.668,0,0.954,0.772,0.953,0,0.592,0.437,0,0,0,0.892,0,0.902,0.937
20/6/30 23:00,0,0,0.263,0,0,0.561,0,0.95,0.741,0.918,0,0.447,0.416,0,0,0,0.923,0,0.932,0.908,0,0,0.263,0,0,0.561,0,0.95,0.741,0.918,0,0.447,0.416,0,0,0,0.923,0,0.932,0.908
21/6/30 0:00,0,0,0.247,0,0,0.704,0,0.948,0.618,0.867,0,0.349,0.45,0,0,0,0.921,0,0.938,0.852,0,0,0.247,0,0,0.704,0,0.948,0.618,0.867,0,0.349,0.45,0,0,0,0.921,0,0.938,0.852
21/6/30 1:00,0,0,0.251,0,0,0.717,0,0.955,0.669,0.839,0,0.291,0.482,0,0,0,0.94,0,0.926,0.732,0,0,0.251,0,0,0.717,0,0.955,0.669,0.839,0,0.291,0.482,0,0,0,0.94,0,0.926,0.732
21/6/30 2:00,0,0,0.606,0,0,0.534,0,0.943,0.711,0.852,0,0.185,0.559,0,0,0,0.954,0,0.894,0.606,0,0,0.606,0,0,0.534,0,0.943,0.711,0.852,0,0.185,0.559,0,0,0,0.954,0,0.894,0.606
21/6/30 3:00,0,0,0.781,0,0,0.604,0,0.942,0.744,0.913,0,0.211,0.593,0,0,0,0.957,0,0.926,0.487,0,0,0.781,0,0,0.604,0,0.942,0.744,0.913,0,0.211,0.593,0,0,0,0.957,0,0.926,0.487
21/6/30 4:00,0,0,0.885,0,0,0.881,0,0.915,0.73,0.913,0,0.238,0.581,0,0,0,0.944,0,0.937,0.437,0,0,0.885,0,0,0.881,0,0.915,0.73,0.913,0,0.238,0.581,0,0,0,0.944,0,0.937,0.437
21/6/30 5:00,0,0,0.923,0,0,0.843,0,0.878,0.693,0.907,0,0.258,0.608,0,0,0,0.921,0,0.928,0.368,0,0,0.923,0,0,0.843,0,0.878,0.693,0.907,0,0.258,0.608,0,0,0,0.921,0,0.928,0.368
21/6/30 6:00,0,0,0.94,0,0,0.856,0,0.874,0.658,0.93,0,0.231,0.711,0,0,0,0.914,0,0.926,0.323,0,0,0.94,0,0,0.856,0,0.874,0.658,0.93,0,0.231,0.711,0,0,0,0.914,0,0.926,0.323
21/6/30 7:00,0.128,0,0.929,0.12,0,0.872,0.011,0.868,0.576,0.898,0.051,0.259,0.764,0.029,0,0.159,0.937,0.035,0.91,0.279,0.128,0,0.929,0.12,0,0.872,0.011,0.868,0.576,0.898,0.051,0.259,0.764,0.029,0,0.159,0.937,0.035,0.91,0.279
21/6/30 8:00,0.441,0.117,0.934,0.36,0.125,0.845,0.248,0.873,0.497,0.944,0.5,0.184,0.739,0.335,0.19,0.525,0.925,0.081,0.925,0.253,0.441,0.117,0.934,0.36,0.125,0.845,0.248,0.873,0.497,0.944,0.5,0.184,0.739,0.335,0.19,0.525,0.925,0.081,0.925,0.253
21/6/30 9:00,0.528,0.297,0.884,0.334,0.313,0.759,0.619,0.886,0.349,0.95,0.679,0.126,0.511,0.575,0.537,0.716,0.842,0.163,0.914,0.167,0.528,0.297,0.884,0.334,0.313,0.759,0.619,0.886,0.349,0.95,0.679,0.126,0.511,0.575,0.537,0.716,0.842,0.163,0.914,0.167
21/6/30 10:00,0.563,0.307,0.777,0.273,0.365,0.732,0.613,0.899,0.249,0.893,0.639,0.068,0.426,0.374,0.678,0.683,0.89,0.366,0.919,0.078,0.563,0.307,0.777,0.273,0.365,0.732,0.613,0.899,0.249,0.893,0.639,0.068,0.426,0.374,0.678,0.683,0.89,0.366,0.919,0.078
21/6/30 11:00,0.558,0.255,0.607,0.347,0.446,0.611,0.55,0.919,0.175,0.932,0.587,0.037,0.504,0.56,0.619,0.593,0.876,0.429,0.894,0.012,0.558,0.255,0.607,0.347,0.446,0.611,0.55,0.919,0.175,0.932,0.587,0.037,0.504,0.56,0.619,0.593,0.876,0.429,0.894,0.012
21/6/30 12:00,0.544,0.2,0.492,0.28,0.441,0.493,0.538,0.917,0.133,0.959,0.586,0.011,0.522,0.494,0.574,0.423,0.832,0.206,0.853,0.003,0.544,0.2,0.492,0.28,0.441,0.493,0.538,0.917,0.133,0.959,0.586,0.011,0.522,0.494,0.574,0.423,0.832,0.206,0.853,0.003
21/6/30 13:00,0.504,0.145,0.349,0.427,0.492,0.425,0.571,0.928,0.161,0.961,0.621,0.004,0.545,0.474,0.581,0.299,0.811,0.168,0.811,0.004,0.504,0.145,0.349,0.427,0.492,0.425,0.571,0.928,0.161,0.961,0.621,0.004,0.545,0.474,0.581,0.299,0.811,0.168,0.811,0.004
