name,carrier,Region,bus,REZ Location,Fuel/Technology type,p_nom,Summer Rating (MW),Not Summer Rating (MW),Energy (MWh),max_hours,Maintenance duration (%),Maximum Capacity Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat Rate (GJ/MWh HHV s.o.),Fuel Cost ($/GJ),Emissions (kg/MWh),MLF,Auxiliary Load (%),marginal_cost,expected_retirement_year,start_up_cost,control,type,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,q_set,sign,build_year,lifetime,capital_cost,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge,cyclic_state_of_charge_per_period,efficiency_store,efficiency_dispatch,standing_loss,inflow,p,p_dispatch,p_store,q,state_of_charge,spill,p_nom_opt,mu_upper,mu_lower,mu_state_of_charge_set,mu_energy_balance
2035 8 Hr Battery SA,Battery_Storage,SA,SA,N/A,N/A,0,0,0,0,8,38,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2035,30,1086776,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2035 8 Hr Battery TAS,Battery_Storage,TAS,TAS,N/A,N/A,0,0,0,0,8,39,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2035,30,1086776,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery CNQ,Battery_Storage,QLD,CNQ,N/A,N/A,0,0,0,0,1,40,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery GG,Battery_Storage,QLD,GG,N/A,N/A,0,,,0,1,41,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery SQ,Battery_Storage,QLD,SQ,N/A,N/A,0,,,0,1,42,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery NNSW,Battery_Storage,NSW,NNSW,N/A,N/A,0,,,0,1,43,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery CNSW,Battery_Storage,NSW,CNSW,N/A,N/A,0,,,0,1,44,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery SNW,Battery_Storage,NSW,SNW,N/A,N/A,0,,,0,1,45,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery SNSW,Battery_Storage,NSW,SNSW,N/A,N/A,0,,,0,1,46,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery VIC,Battery_Storage,VIC,VIC,N/A,N/A,0,,,0,1,47,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery SA,Battery_Storage,SA,SA,N/A,N/A,0,,,0,1,48,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 1 Hr Battery TAS,Battery_Storage,TAS,TAS,N/A,N/A,0,,,0,1,49,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,337025,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery CNQ,Battery_Storage,QLD,CNQ,N/A,N/A,0,,,0,2,50,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery GG,Battery_Storage,QLD,GG,N/A,N/A,0,,,0,2,51,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery SQ,Battery_Storage,QLD,SQ,N/A,N/A,0,,,0,2,52,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery NNSW,Battery_Storage,NSW,NNSW,N/A,N/A,0,,,0,2,53,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery CNSW,Battery_Storage,NSW,CNSW,N/A,N/A,0,,,0,2,54,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery SNW,Battery_Storage,NSW,SNW,N/A,N/A,0,,,0,2,55,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery SNSW,Battery_Storage,NSW,SNSW,N/A,N/A,0,,,0,2,56,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery VIC,Battery_Storage,VIC,VIC,N/A,N/A,0,,,0,2,57,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery SA,Battery_Storage,SA,SA,N/A,N/A,0,,,0,2,58,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 2 Hr Battery TAS,Battery_Storage,TAS,TAS,N/A,N/A,0,,,0,2,59,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,414800,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery CNQ,Battery_Storage,QLD,CNQ,N/A,N/A,0,,,0,4,60,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery GG,Battery_Storage,QLD,GG,N/A,N/A,0,,,0,4,61,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery SQ,Battery_Storage,QLD,SQ,N/A,N/A,0,,,0,4,62,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery NNSW,Battery_Storage,NSW,NNSW,N/A,N/A,0,,,0,4,63,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery CNSW,Battery_Storage,NSW,CNSW,N/A,N/A,0,,,0,4,64,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery SNW,Battery_Storage,NSW,SNW,N/A,N/A,0,,,0,4,65,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery SNSW,Battery_Storage,NSW,SNSW,N/A,N/A,0,,,0,4,66,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery VIC,Battery_Storage,VIC,VIC,N/A,N/A,0,,,0,4,67,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery SA,Battery_Storage,SA,SA,N/A,N/A,0,,,0,4,68,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 4 Hr Battery TAS,Battery_Storage,TAS,TAS,N/A,N/A,0,,,0,4,69,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,601460,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery CNQ,Battery_Storage,QLD,CNQ,N/A,N/A,0,,,0,8,70,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery GG,Battery_Storage,QLD,GG,N/A,N/A,0,,,0,8,71,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery SQ,Battery_Storage,QLD,SQ,N/A,N/A,0,,,0,8,72,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery NNSW,Battery_Storage,NSW,NNSW,N/A,N/A,0,,,0,8,73,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery CNSW,Battery_Storage,NSW,CNSW,N/A,N/A,0,,,0,8,74,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery SNW,Battery_Storage,NSW,SNW,N/A,N/A,0,,,0,8,75,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery SNSW,Battery_Storage,NSW,SNSW,N/A,N/A,0,,,0,8,76,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery VIC,Battery_Storage,VIC,VIC,N/A,N/A,0,,,0,8,77,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery SA,Battery_Storage,SA,SA,N/A,N/A,0,,,0,8,78,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
2040 8 Hr Battery TAS,Battery_Storage,TAS,TAS,N/A,N/A,0,,,0,8,79,N/A,10.69,0,0,0,0,1,0,2,2036,0,PQ,,TRUE,0,inf,0,1,0,0,1,2040,30,987224,0,FALSE,NaN,FALSE,FALSE,0.9,0.9,0,0,0,0,0,0,NaN,0,0,0,0,0,0
