name,carrier,Region,bus,REZ Location,Fuel/Technology type,p_nom,Summer Rating (MW),Not Summer Rating (MW),Maintenance duration (%),Maximum Capacity Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat Rate (GJ/MWh HHV s.o.),Fuel Cost ($/GJ),Emissions (kg/MWh),MLF,Auxiliary Load (%),marginal_cost,expected_retirement_year,min_output,p_min_pu,control,type,p_nom_extendable,p_nom_min,p_nom_max,p_max_pu,p_set,q_set,sign,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p,q,p_nom_iot,status,mu_upper,mu_lower,mu_p_set,mu_ramp_limit_up,mu_ramp_limit_down
Mt Gellibrand Wind Farm,Wind,VIC,VIC,South West Victoria,Wind,138.6,0,132,0,N/A,25.918,0,0,0,0,0.986,0.28,0.01,2043,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Mt Mercer Wind Farm,Wind,VIC,VIC,Western Victoria,Wind,131.2,0,131.2,0,N/A,25.918,0,0,0,0,0.946,0.28,0.01,2043,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Murra Warra Wind Farm - stage 1,Wind,VIC,VIC,Western Victoria,Wind,225.7,225.7,225.7,0,N/A,25.918,0,0,0,0,0.888,0.28,0.01,2049,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,49,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Murra Warra Wind Farm - stage 2,Wind,VIC,VIC,Western Victoria,Wind,209,179.36,197.6,0,N/A,25.918,0,0,0,0,0.888,0.28,0.01,2052,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,52,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Musselroe Wind Farm,Wind,TAS,TAS,North East Tasmania,Wind,168,168,168,0,N/A,25.918,0,0,0,0,0.9,0.28,0.01,2050,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,50,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Oaklands Hill Wind Farm,Wind,VIC,VIC,South West Victoria,Wind,67.2,40.992,63.008,0,N/A,25.918,0,0,0,0,1.004,0.28,0.01,2037,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,37,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Port Augusta Renewable Energy Park - Wind,Wind,SA,SA,Northern SA,Wind,210,210,210,0,N/A,25.918,0,0,0,0,0.967,0.28,0.01,2052,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,52,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Portland Wind Farm,Wind,VIC,VIC,South West Victoria,Wind,151.7,92,92,0,N/A,25.918,0,0,0,0,0.991,0.28,0.01,2040,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,40,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Rye Park Wind Farm,Wind,NSW,SNSW,N/A,Wind,396,225.06,386.1,0,N/A,25.918,0,0,0,0,0.913,0.28,0.01,2048,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,48,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Salt Creek Wind Farm,Wind,VIC,VIC,South West Victoria,Wind,54,37.5,54,0,N/A,25.918,0,0,0,0,0.952,0.28,0.01,2043,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Sapphire Wind Farm,Wind,NSW,NNSW,New England,Wind,270,155.7,270,0,N/A,25.918,0,0,0,0,0.943,0.28,0.01,2043,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Silverton Wind Farm,Wind,NSW,SNSW,Broken Hill,Wind,198.94,119.48,198.012,0,N/A,25.918,0,0,0,0,0.846,0.28,0.01,2043,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Snowtown S2 Wind Farm - North,Wind,SA,SA,Mid-North SA,Wind,144,133.2,144,0,N/A,25.918,0,0,0,0,0.968,0.28,0.01,2039,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,39,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Snowtown S2 Wind Farm - South,Wind,SA,SA,Mid-North SA,Wind,126,116.55,126,0,N/A,25.918,0,0,0,0,0.968,0.28,0.01,2039,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,39,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Snowtown Wind Farm,Wind,SA,SA,Mid-North SA,Wind,98.7,65.8,98.7,0,N/A,25.918,0,0,0,0,0.913,0.28,0.01,2033,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,33,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Starfish Hill Wind Farm,Wind,SA,SA,N/A,Wind,33,33,33,0,N/A,25.918,0,0,0,0,1.006,0.28,0.01,2027,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,27,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Stockyard Hill Wind Farm,Wind,VIC,VIC,South West Victoria,Wind,527.56,0,0,0,N/A,25.918,0,0,0,0,0.97,0.28,0.01,2045,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,45,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Taralga Wind Farm,Wind,NSW,CNSW,N/A,Wind,106.8,106.8,106.8,0,N/A,25.918,0,0,0,0,1.012,0.28,0.01,2040,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,40,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Waterloo Wind Farm,Wind,SA,SA,Mid-North SA,Wind,130.8,39.6,131,0,N/A,25.918,0,0,0,0,0.959,0.28,0.01,2045,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,45,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Wattle Point Wind Farm,Wind,SA,SA,Yorke Peninsula,Wind,90.75,0,111,0,N/A,25.918,0,0,0,0,0.811,0.28,0.01,2029,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,29,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Waubra Wind Farm,Wind,VIC,VIC,Western Victoria,Wind,192,192,192,0,N/A,25.918,0,0,0,0,0.922,0.28,0.01,2034,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,34,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
White Rock Wind Farm,Wind,NSW,NNSW,New England,Wind,172.48,172.48,172.48,0,N/A,25.918,0,0,0,0,0.871,0.28,0.01,2038,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,38,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Willogoleche Wind Farm,Wind,SA,SA,Mid-North SA,Wind,119.36,0,119.36,0,N/A,25.918,0,0,0,0,0.958,0.28,0.01,2043,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Woodlawn Wind Farm,Wind,NSW,SNSW,N/A,Wind,48.3,48.3,48.3,0,N/A,25.918,0,0,0,0,0.956,0.28,0.01,2041,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,41,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Woolnorth Wind Farm,Wind,TAS,TAS,North West Tasmania,Wind,139.75,140,140,0,N/A,25.918,0,0,0,0,0.879,0.28,0.01,2050,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,50,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Yaloak South Wind Farm,Wind,VIC,VIC,Western Victoria,Wind,28.7,29,29,0,N/A,25.918,0,0,0,0,0.97,0.28,0.01,2048,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,48,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Yambuk Wind Farm,Wind,VIC,VIC,South West Victoria,Wind,30,30,30,0,N/A,25.918,0,0,0,0,1.004,0.28,0.01,2040,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,40,0,1,TRUE,0,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Yendon Wind Farm,Wind,VIC,VIC,Western Victoria,Wind,144.4,144.4,144.4,0,N/A,25.918,0,0,0,0,0.942,0.28,0.01,2049,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,49,0,1,TRUE,5776,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
